ISTANTE,PREC_68,PREC_72,PREC_81,TEMP,UMID_MIN,UMID_MAX,RAD,PORT_305
2011-01-01 00:00:00,0.0,0.0,0.0,-4.8,100.0,100.0,0.0,0.27
2011-01-01 01:00:00,0.0,0.0,0.0,-5.0,100.0,100.0,0.0,0.26
2011-01-01 02:00:00,0.0,0.0,0.0,-5.1,100.0,100.0,0.0,0.26
2011-01-01 03:00:00,0.0,0.0,0.0,-5.2,100.0,100.0,0.0,0.27
2011-01-01 04:00:00,0.0,0.0,0.0,-5.4,100.0,100.0,0.0,0.26
2011-01-01 05:00:00,0.0,0.0,0.0,-5.0,100.0,100.0,0.0,0.26
2011-01-01 06:00:00,0.0,0.0,0.0,-5.3,100.0,100.0,0.0,0.26
2011-01-01 07:00:00,0.0,0.0,0.0,-5.4,100.0,100.0,0.0,0.26
2011-01-01 08:00:00,0.0,0.0,0.0,-5.5,98.0,100.0,0.0,0.26
2011-01-01 09:00:00,0.0,0.0,0.0,-5.2,98.0,100.0,0.308,0.25
2011-01-01 10:00:00,0.0,0.0,0.0,-4.8,98.0,100.0,0.684,0.23
2011-01-01 11:00:00,0.0,0.0,0.0,-4.1,100.0,100.0,1.061,0.22
2011-01-01 12:00:00,0.0,0.0,0.0,-3.2,100.0,100.0,1.312,0.23
2011-01-01 13:00:00,0.0,0.0,0.0,-0.3,97.0,100.0,1.343,0.24
2011-01-01 14:00:00,0.0,0.0,0.0,3.3,71.0,87.0,1.199,0.25
2011-01-01 15:00:00,0.0,0.0,0.0,3.1,70.0,75.0,0.446,0.25
2011-01-01 16:00:00,0.0,0.0,0.0,0.6,80.0,92.0,0.094,0.25
2011-01-01 17:00:00,0.0,0.0,0.0,-0.7,92.0,95.0,0.006,0.22
2011-01-01 18:00:00,0.0,0.0,0.0,-2.3,96.0,100.0,0.0,0.23
2011-01-01 19:00:00,0.0,0.0,0.0,-3.0,100.0,100.0,0.0,0.23
2011-01-01 20:00:00,0.0,0.0,0.0,-3.5,100.0,100.0,0.0,0.24
